id,nombre,descripcion,anio,inversion_recibida,id_etapa,id_departamento,id_sector,id_equipo,ingresos_anuales,empleados
18769,Finanzas 18769 SPA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2022,1808716,1,19,7,18769,9641149,53
18770,Agroindustria 18770 Corp,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2023,3794785,2,26,5,18770,614703,103
18771,Ciberseguridad 18771 SA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2025,922780,3,11,8,18771,1267179,149
18772,Educacion 18772 LTDA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2025,2174290,1,5,19,18772,4622816,122
18773,Agroindustria 18773 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2022,473885,2,3,5,18773,8921259,218
18774,Marketing Digital 18774 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2024,2694726,3,7,10,18774,9039408,6
18775,Movilidad 18775 SAS,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2015,1368277,1,27,4,18775,184414,204
18776,Turismo 18776 Corp,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2022,631307,3,9,16,18776,6041729,163
18777,Logistica 18777 SPA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2017,147565,4,15,6,18777,7110032,68
18778,Retail 18778 Corp,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2020,2331523,1,10,13,18778,788549,110
18779,Biotecnologia 18779 Corp,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2022,4152827,2,21,2,18779,6381555,80
18780,Retail 18780 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2016,1855307,4,23,13,18780,7405350,99
18781,Biotecnologia 18781 LTDA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2015,3740518,3,26,2,18781,5179289,215
18782,Retail 18782 LTDA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2017,1858482,4,10,13,18782,93252,164
18783,Turismo 18783 SA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2024,541083,2,27,16,18783,2655163,181
18784,Biotecnologia 18784 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2016,2404814,3,4,2,18784,4637708,144
18785,Telecomunicaciones 18785 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2019,2560756,3,9,15,18785,4125770,299
18786,Energia 18786 SA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2024,3748632,3,3,20,18786,3788293,46
18787,Industria 4.0 18787 Corp,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2018,211291,5,15,18,18787,2346982,95
18788,Energia 18788 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2016,3023887,3,24,20,18788,359980,64
18789,Energia 18789 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2025,2312141,4,3,20,18789,2687191,160
18790,Educacion 18790 SAS,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2018,4798019,5,19,19,18790,3573705,81
18791,Agroindustria 18791 SPA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2019,3201781,5,26,5,18791,2471228,11
18792,Educacion 18792 LTDA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2017,2174784,3,23,19,18792,233908,169
18793,Logistica 18793 SA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2022,4652820,4,21,6,18793,1422051,227
18794,Educacion 18794 SPA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2025,1350447,2,13,19,18794,4035917,213
18795,Logistica 18795 SA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2016,3138721,1,24,6,18795,7317794,59
18796,Alimentos 18796 Corp,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2017,3537764,5,22,17,18796,5917640,192
18797,Finanzas 18797 Corp,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2019,2988378,3,15,7,18797,4852665,115
18798,Legaltech 18798 SA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2024,902222,1,12,14,18798,3971705,223
18799,Salud 18799 Corp,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2023,2644461,2,21,3,18799,1862082,21
18800,Energia 18800 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2018,107440,5,26,20,18800,8029602,271
18801,Tecnologia 18801 SPA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2023,4637776,1,26,1,18801,911825,206
18802,Ciberseguridad 18802 Corp,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2020,412464,1,11,8,18802,3847052,88
18803,Alimentos 18803 SPA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2018,3929213,1,5,17,18803,6145300,84
18804,Tecnologia 18804 Corp,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2017,3435207,4,22,1,18804,7346912,39
18805,Educacion 18805 SA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2020,387222,5,2,19,18805,5558297,31
18806,Educacion 18806 SPA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2016,2104678,3,6,19,18806,3427642,193
18807,Salud 18807 SPA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2020,2380402,5,6,3,18807,2239931,57
18808,Industria 4.0 18808 SAS,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2015,430165,2,9,18,18808,8589010,223
18809,Marketing Digital 18809 Corp,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2024,2105121,4,9,10,18809,4593664,283
18810,Industria 4.0 18810 Corp,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2021,371299,3,4,18,18810,2093893,161
18811,Logistica 18811 Corp,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2015,3922759,3,10,6,18811,2602896,87
18812,Inteligencia Artificial 18812 LTDA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2020,4626715,1,5,9,18812,519904,249
18813,Finanzas 18813 Corp,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2015,3302303,5,9,7,18813,4956797,273
18814,Inteligencia Artificial 18814 SA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2023,3269737,5,5,9,18814,4538359,206
18815,Biotecnologia 18815 Corp,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2017,3516375,1,6,2,18815,442602,191
18816,Alimentos 18816 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2020,995534,2,6,17,18816,1527771,232
18817,Construccion 18817 SPA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2018,4736277,2,5,12,18817,2896559,172
18818,Industria 4.0 18818 Corp,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2022,4423776,1,9,18,18818,6934158,38
18819,Inteligencia Artificial 18819 Corp,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2017,3935090,5,3,9,18819,2113330,15
18820,Alimentos 18820 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2019,2471620,2,24,17,18820,6033403,203
18821,Movilidad 18821 SAS,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2020,1365148,5,13,4,18821,1897195,246
18822,Proptech 18822 SA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2015,3289106,5,5,11,18822,2223896,46
18823,Marketing Digital 18823 SAS,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2021,3401832,1,10,10,18823,8719188,275
18824,Turismo 18824 SA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2017,961799,3,23,16,18824,3561745,118
18825,Proptech 18825 SA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2025,770836,1,23,11,18825,4741840,11
18826,Energia 18826 Corp,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2015,1532278,5,10,20,18826,2097824,39
18827,Inteligencia Artificial 18827 SA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2021,508868,4,19,9,18827,361476,204
18828,Retail 18828 SPA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2017,217477,3,25,13,18828,8590420,52
18829,Ciberseguridad 18829 Corp,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2019,3031708,1,6,8,18829,3403817,186
18830,Turismo 18830 Corp,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2017,3951952,2,3,16,18830,9860715,158
18831,Agroindustria 18831 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2025,4534693,3,1,5,18831,5164944,73
18832,Tecnologia 18832 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2019,1473994,5,14,1,18832,3654793,115
18833,Logistica 18833 LTDA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2016,293340,5,2,6,18833,1697999,22
18834,Ciberseguridad 18834 SA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2020,4171638,4,21,8,18834,5514827,256
18835,Alimentos 18835 Corp,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2020,1222354,1,3,17,18835,4698588,255
18836,Finanzas 18836 LTDA,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2020,736511,2,21,7,18836,4734714,32
18837,Construccion 18837 LTDA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2024,2403786,3,7,12,18837,753823,298
18838,Movilidad 18838 Corp,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2023,1121740,2,16,4,18838,9392439,24
18839,Tecnologia 18839 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2024,2448664,4,14,1,18839,550472,179
18840,Salud 18840 SPA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2024,4771049,3,16,3,18840,1831505,107
18841,Logistica 18841 SAS,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2016,1210712,5,18,6,18841,7607824,250
18842,Agroindustria 18842 SAS,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2022,1190720,2,5,5,18842,5357684,235
18843,Inteligencia Artificial 18843 SAS,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2017,934061,5,24,9,18843,3425688,184
18844,Alimentos 18844 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2021,1877998,1,11,17,18844,977582,13
18845,Inteligencia Artificial 18845 SPA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2020,852352,1,10,9,18845,786715,174
18846,Telecomunicaciones 18846 SPA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2015,1861256,5,16,15,18846,3136871,145
18847,Marketing Digital 18847 LTDA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2019,4040945,5,6,10,18847,4687113,126
18848,Inteligencia Artificial 18848 SPA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2020,3703513,5,12,9,18848,4052710,90
18849,Logistica 18849 SAS,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2017,2877508,1,5,6,18849,7992549,277
18850,Ciberseguridad 18850 LTDA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2021,4737327,2,13,8,18850,7526286,163
18851,Finanzas 18851 SAS,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2016,3373478,2,6,7,18851,681491,43
18852,Energia 18852 LTDA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2025,3006693,4,16,20,18852,8141566,132
18853,Biotecnologia 18853 SA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2015,3084267,4,7,2,18853,2059775,293
18854,Inteligencia Artificial 18854 SPA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2018,1266954,5,27,9,18854,4879861,149
18855,Movilidad 18855 SA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2019,1727895,2,24,4,18855,2097532,177
18856,Inteligencia Artificial 18856 LTDA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2016,1651412,4,24,9,18856,6403963,137
18857,Alimentos 18857 LTDA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2015,700171,3,13,17,18857,4171701,139
18858,Industria 4.0 18858 SA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2015,2826766,4,9,18,18858,7221764,281
18859,Salud 18859 SA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2017,2068799,4,16,3,18859,4680109,77
18860,Inteligencia Artificial 18860 LTDA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2025,689182,1,15,9,18860,5366231,109
18861,Construccion 18861 Corp,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2015,2377013,5,15,12,18861,7489800,16
18862,Finanzas 18862 Corp,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2015,1809587,2,18,7,18862,4313400,110
18863,Industria 4.0 18863 Corp,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2017,1564714,4,18,18,18863,4921190,105
18864,Movilidad 18864 Corp,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2025,2151712,2,3,4,18864,2948209,160
18865,Salud 18865 SPA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2020,1275745,1,24,3,18865,855300,125
18866,Agroindustria 18866 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2024,2665353,4,20,5,18866,7170891,130
18867,Ciberseguridad 18867 Corp,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2024,64200,3,22,8,18867,1346327,15
18868,Tecnologia 18868 Corp,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2019,3619851,3,10,1,18868,8006473,277
18869,Energia 18869 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2023,2178630,1,1,20,18869,5994479,93
18870,Marketing Digital 18870 SA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2016,604778,2,22,10,18870,1470744,107
18871,Tecnologia 18871 SA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2021,3532085,4,25,1,18871,9999911,289
18872,Construccion 18872 Corp,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2016,3832987,1,3,12,18872,6418464,52
18873,Turismo 18873 SPA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2017,2002860,4,22,16,18873,6442533,257
18874,Ciberseguridad 18874 LTDA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2025,2480358,3,23,8,18874,1993975,185
18875,Legaltech 18875 Corp,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2015,1910359,3,23,14,18875,5062016,29
18876,Telecomunicaciones 18876 Corp,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2020,205154,1,21,15,18876,9115000,13
18877,Biotecnologia 18877 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2015,1818700,2,15,2,18877,3476762,51
18878,Ciberseguridad 18878 SA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2024,4497807,1,1,8,18878,7307920,244
18879,Retail 18879 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2020,477350,5,20,13,18879,5926273,218
18880,Marketing Digital 18880 LTDA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2022,1488634,1,5,10,18880,7230154,96
18881,Ciberseguridad 18881 LTDA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2025,2101562,1,27,8,18881,4073841,46
18882,Turismo 18882 Corp,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2017,1014544,3,11,16,18882,1791605,37
18883,Retail 18883 SAS,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2020,2880311,2,18,13,18883,4510109,17
18884,Telecomunicaciones 18884 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2025,3213896,2,26,15,18884,5619387,14
18885,Industria 4.0 18885 SAS,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2024,4691066,2,18,18,18885,646665,27
18886,Industria 4.0 18886 Corp,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2016,815043,1,23,18,18886,963313,44
18887,Logistica 18887 Corp,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2024,1061688,2,19,6,18887,5677544,148
18888,Legaltech 18888 LTDA,Empresa empresa del sector legaltech enfocada en innovacion y crecimiento sostenible.,2023,3656480,2,26,14,18888,9217532,127
18889,Salud 18889 LTDA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2016,1556671,5,1,3,18889,6471096,226
18890,Telecomunicaciones 18890 SAS,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2019,4785804,3,14,15,18890,7031345,48
18891,Retail 18891 SA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2017,3841812,1,10,13,18891,5617937,245
18892,Educacion 18892 Corp,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2021,1421699,3,2,19,18892,6524831,210
18893,Marketing Digital 18893 LTDA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2025,338434,4,3,10,18893,6474438,122
18894,Proptech 18894 Corp,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2020,349560,3,16,11,18894,8223040,50
18895,Ciberseguridad 18895 SPA,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2019,2416904,1,19,8,18895,7431988,43
18896,Biotecnologia 18896 SPA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2024,647172,1,7,2,18896,6050223,179
18897,Salud 18897 SPA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2015,1226609,4,27,3,18897,5418140,18
18898,Telecomunicaciones 18898 LTDA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2025,2901620,3,19,15,18898,8924025,31
18899,Construccion 18899 LTDA,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2022,3464586,3,4,12,18899,996785,287
18900,Biotecnologia 18900 SAS,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2018,1510254,4,27,2,18900,3059876,285
18901,Movilidad 18901 Corp,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2022,1027743,2,27,4,18901,6841760,138
18902,Salud 18902 Corp,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2016,4389224,3,18,3,18902,3614403,182
18903,Industria 4.0 18903 SPA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2024,3488191,5,16,18,18903,7591559,264
18904,Proptech 18904 SAS,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2015,1759193,3,4,11,18904,9426294,112
18905,Logistica 18905 SA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2022,526335,3,10,6,18905,7744297,95
18906,Tecnologia 18906 SAS,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2021,3693409,5,23,1,18906,8182292,67
18907,Inteligencia Artificial 18907 SPA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2021,912880,3,6,9,18907,4503729,203
18908,Inteligencia Artificial 18908 Corp,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2024,3714876,3,17,9,18908,9776587,125
18909,Ciberseguridad 18909 SAS,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2022,1112551,2,15,8,18909,7139163,107
18910,Retail 18910 SAS,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2018,2673975,1,6,13,18910,5543196,65
18911,Movilidad 18911 SPA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2016,303007,1,7,4,18911,1069886,45
18912,Biotecnologia 18912 Corp,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2024,3011277,3,27,2,18912,1190374,282
18913,Telecomunicaciones 18913 SA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2020,2538229,4,15,15,18913,8195987,28
18914,Biotecnologia 18914 SA,Empresa empresa del sector biotecnologia enfocada en innovacion y crecimiento sostenible.,2020,4145259,2,6,2,18914,3274815,274
18915,Turismo 18915 LTDA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2016,4647858,1,14,16,18915,5039215,177
18916,Proptech 18916 SAS,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2022,3935407,2,22,11,18916,826512,108
18917,Tecnologia 18917 LTDA,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2016,4302967,4,15,1,18917,6927871,106
18918,Construccion 18918 SAS,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2023,4666609,3,15,12,18918,942294,26
18919,Logistica 18919 Corp,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2023,2908795,1,3,6,18919,6742649,173
18920,Construccion 18920 SAS,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2017,181243,4,17,12,18920,1120650,188
18921,Marketing Digital 18921 LTDA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2022,2388758,3,3,10,18921,4983959,50
18922,Marketing Digital 18922 LTDA,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2021,4533196,5,27,10,18922,8351964,224
18923,Telecomunicaciones 18923 LTDA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2019,212884,3,18,15,18923,5764151,50
18924,Agroindustria 18924 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2022,1447727,1,4,5,18924,3158665,6
18925,Agroindustria 18925 LTDA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2021,1919469,2,2,5,18925,9181680,267
18926,Agroindustria 18926 SPA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2022,2187003,5,19,5,18926,4874300,94
18927,Construccion 18927 SAS,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2019,442204,1,21,12,18927,8878338,260
18928,Salud 18928 SA,Empresa empresa del sector salud enfocada en innovacion y crecimiento sostenible.,2022,4193214,4,20,3,18928,647378,95
18929,Retail 18929 LTDA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2016,3938401,3,16,13,18929,425877,286
18930,Turismo 18930 LTDA,Empresa empresa del sector turismo enfocada en innovacion y crecimiento sostenible.,2015,4492001,5,19,16,18930,7189064,22
18931,Marketing Digital 18931 Corp,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2016,1161361,2,13,10,18931,543510,122
18932,Alimentos 18932 SAS,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2017,4575980,4,8,17,18932,940258,109
18933,Industria 4.0 18933 SPA,Empresa empresa del sector industria 4.0 enfocada en innovacion y crecimiento sostenible.,2024,1364300,4,26,18,18933,1410086,59
18934,Energia 18934 SPA,Empresa empresa del sector energia enfocada en innovacion y crecimiento sostenible.,2021,918080,5,9,20,18934,9977932,31
18935,Logistica 18935 Corp,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2025,1633678,2,20,6,18935,1748803,42
18936,Ciberseguridad 18936 Corp,Empresa empresa del sector ciberseguridad enfocada en innovacion y crecimiento sostenible.,2017,674334,3,25,8,18936,825680,130
18937,Alimentos 18937 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2023,2842047,5,18,17,18937,8061827,104
18938,Telecomunicaciones 18938 SPA,Empresa empresa del sector telecomunicaciones enfocada en innovacion y crecimiento sostenible.,2015,2936467,1,27,15,18938,9370482,216
18939,Retail 18939 LTDA,Empresa empresa del sector retail enfocada en innovacion y crecimiento sostenible.,2025,2609360,5,20,13,18939,5479844,237
18940,Movilidad 18940 SPA,Empresa empresa del sector movilidad enfocada en innovacion y crecimiento sostenible.,2022,1018270,3,13,4,18940,6120885,243
18941,Logistica 18941 LTDA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2015,4889653,1,3,6,18941,2036971,222
18942,Finanzas 18942 SAS,Empresa empresa del sector finanzas enfocada en innovacion y crecimiento sostenible.,2016,4745246,4,15,7,18942,4371150,199
18943,Marketing Digital 18943 Corp,Empresa empresa del sector marketing digital enfocada en innovacion y crecimiento sostenible.,2018,3350926,5,4,10,18943,7212579,299
18944,Educacion 18944 LTDA,Empresa empresa del sector educacion enfocada en innovacion y crecimiento sostenible.,2019,250981,3,26,19,18944,6758065,15
18945,Alimentos 18945 LTDA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2024,1034054,1,22,17,18945,711189,192
18946,Agroindustria 18946 SA,Empresa empresa del sector agroindustria enfocada en innovacion y crecimiento sostenible.,2019,1938815,2,23,5,18946,5899871,77
18947,Alimentos 18947 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2015,827847,5,11,17,18947,2405584,211
18948,Alimentos 18948 SA,Empresa empresa del sector alimentos enfocada en innovacion y crecimiento sostenible.,2024,201883,1,22,17,18948,7562862,222
18949,Tecnologia 18949 SAS,Empresa empresa del sector tecnologia enfocada en innovacion y crecimiento sostenible.,2021,1997679,4,12,1,18949,7572353,202
18950,Inteligencia Artificial 18950 LTDA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2019,4726320,5,19,9,18950,5869004,214
18951,Proptech 18951 LTDA,Empresa empresa del sector proptech enfocada en innovacion y crecimiento sostenible.,2022,355715,3,15,11,18951,9126377,131
18952,Inteligencia Artificial 18952 LTDA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2019,1243524,5,3,9,18952,1872070,30
18953,Construccion 18953 Corp,Empresa empresa del sector construccion enfocada en innovacion y crecimiento sostenible.,2020,1790274,5,6,12,18953,6509477,145
18954,Inteligencia Artificial 18954 SPA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2016,2204270,5,13,9,18954,253889,100
18955,Inteligencia Artificial 18955 SA,Empresa empresa del sector inteligencia artificial enfocada en innovacion y crecimiento sostenible.,2020,3424861,3,25,9,18955,6972092,23
18956,Logistica 18956 SA,Empresa empresa del sector logistica enfocada en innovacion y crecimiento sostenible.,2022,1555721,5,15,6,18956,1470678,17
